side_in_poke_index,side_in_time,center_in_poke_index,center_in_time,chose_left,chose_right,left_reward_prob,right_reward_prob,was_rewarded,word_l1,word_l1_generic,word_l2,word_l2_generic,word_l3,word_l3_generic,switched,1_Reward,1_Choice,1_Switch,2_Reward,2_Choice,2_Switch,3_Reward,3_Choice,3_Switch,reward_seq_3,choice_seq_3,choice_seq_3_letters,switch_seq_3,Q_left,Q_right,Q_diff,Rolling_Accuracy,Rolling_PRight,Expected_PRight,Signed_Deviation,Choice_Deviation,Rolling_Switch_Rate,Behavioral_State,matched_side_in_index,photometry_side_in_index,photometry_side_out_index,photometry_center_in_index,photometry_center_out_index,photometry_outcome_index,center_in_s,center_out_s,side_in_s,side_out_s,peak_z_center_in,auc_center_in,peak_z_side_in,auc_side_in,peak_z_outcome,auc_outcome,peak_z_side_out,auc_side_out,mouse,date,hemisphere,dob,treatment,viral_expression,age_days
977,1343.6249993741512,976,1343.19299608469,True,False,0.9,0.09999999999999998,True,L,A,rL,aB,LrL,AbA,1,0,1,1,1,0,0,0,0,1,010,100,RLL,101,0.7692060726943675,0.0007783568042894285,-0.7684277158900781,0.4,0.4,0.09999999999999998,0.30000000000000004,0.30000000000000004,0.6,Exploration,24904,24434,24450,24428,24429,24434,1319.112,1319.166,1319.436,1320.3,-3.7718895157270995,-5.182955989591855,-2.6658141474949413,-3.5555048111482015,-2.6658141474949413,-3.5555048111482015,-0.2395201407283018,-0.8417367310200522,WCL23,060223,green_r,2019-02-02,None,Naive,1581.0
979,1345.1569966971874,978,1344.8259986937046,True,False,0.9,0.09999999999999998,True,L,A,LL,AA,rLL,aBB,0,1,0,1,0,1,1,1,0,0,101,010,LRL,110,0.930001682830728,0.0007783568042894285,-0.9292233260264386,0.6,0.2,0.09999999999999998,0.10000000000000003,0.10000000000000003,0.6,Exploration,24932,24434,24450,24428,24429,24434,1319.112,1319.166,1319.436,1320.3,-3.7718895157270995,-5.182955989591855,-2.6658141474949413,-3.5555048111482015,-2.6658141474949413,-3.5555048111482015,-0.2395201407283018,-0.8417367310200522,WCL23,060223,green_r,2019-02-02,None,Naive,1581.0
981,1347.0259968191385,980,1346.4850019663572,False,True,0.9,0.09999999999999998,False,r,a,Lr,Ab,LLr,AAb,1,1,0,0,1,0,1,0,1,1,110,001,LLR,011,0.9787699595750567,0.0007783568042894285,-0.9779916027707674,0.6,0.4,0.09999999999999998,0.30000000000000004,0.30000000000000004,0.6,Exploration,24967,24468,24472,24458,24459,24468,1320.732,1320.786,1321.272,1321.488,2.3750955795982525,0.5035457464179929,5.151713090951634,3.2180283838652475,5.151713090951634,3.2180283838652475,5.744307351824176,3.948095012573636,WCL23,060223,green_r,2019-02-02,None,Naive,1581.0
991,1491.8500050902367,990,1491.2960048764944,False,True,0.9,0.09999999999999998,False,r,a,rr,aa,Lrr,Abb,0,0,1,1,1,0,0,1,0,1,011,100,RLL,101,0.9787699595750567,0.00023607062409992051,-0.9785338889509568,0.4,0.6,0.09999999999999998,0.5,0.5,0.6,Right Bias,27649,27770,27770,27760,-1,27770,1499.04,,1499.58,1499.58,0.3651479788655187,-0.47561864630902695,3.0258771049391613,0.8510850268260598,3.0258771049391613,0.8510850268260598,3.0258771049391613,0.8510850268260598,WCL23,060223,green_r,2019-02-02,None,Naive,1581.0
993,1495.5299992114305,992,1495.1030049473047,False,True,0.9,0.09999999999999998,False,r,a,rr,aa,rrr,aaa,0,0,1,0,0,1,1,1,0,0,001,110,RRL,010,0.9787699595750567,7.159870544692158e-05,-0.9786983608696098,0.4,0.6,0.09999999999999998,0.5,0.5,0.4,Right Bias,27717,27770,27770,27762,-1,27770,1499.148,,1499.58,1499.58,0.7677165331013682,-0.271466983179125,3.0258771049391613,0.8510850268260598,3.0258771049391613,0.8510850268260598,3.0258771049391613,0.8510850268260598,WCL23,060223,green_r,2019-02-02,None,Naive,1581.0
996,1533.4959972649813,995,1532.9550024122,False,True,0.9,0.09999999999999998,True,R,A,rR,aA,rrR,aaA,0,0,1,0,0,1,0,0,1,1,000,111,RRR,001,0.9787699595750567,2.1715427920016097e-05,-0.9787482441471367,0.4,0.8,0.09999999999999998,0.7000000000000001,0.7000000000000001,0.2,Right Bias,28420,28332,28352,28322,28328,28332,1529.388,1529.712,1529.9279999999999,1531.008,-0.9916801733582147,-1.9597525971974585,-0.7031301440130956,-2.1288886738547617,-0.7031301440130956,-2.1288886738547617,-2.07012773847905,-3.5566360469315583,WCL23,060223,green_r,2019-02-02,None,Naive,1581.0
998,1535.9279997646809,997,1535.5780016630888,False,True,0.09999999999999998,0.9,True,R,A,RR,AA,rRR,aAA,0,1,1,0,0,1,0,0,1,0,100,111,RRR,000,0.9787699595750567,0.6967130030541636,-0.28205695652089313,0.4,1.0,0.9,0.09999999999999998,0.09999999999999998,0.2,Exploration,28465,28332,28352,28326,28328,28332,1529.604,1529.712,1529.9279999999999,1531.008,-0.8949742647669365,-1.8149472215355034,-0.7031301440130956,-2.1288886738547617,-0.7031301440130956,-2.1288886738547617,-2.07012773847905,-3.5566360469315583,WCL23,060223,green_r,2019-02-02,None,Naive,1581.0
1000,1538.2100030779839,999,1537.873000279069,False,True,0.09999999999999998,0.9,True,R,A,RR,AA,RRR,AAA,0,1,1,0,1,1,0,0,1,0,110,111,RRR,000,0.9787699595750567,0.9080149999899387,-0.07075495958511802,0.6,1.0,0.9,0.09999999999999998,0.09999999999999998,0.0,Exploration,28507,28670,28675,28663,28664,28670,1547.802,1547.856,1548.18,1548.45,0.31346928677709446,-0.5958263958228585,-0.0477082810537784,-1.5552848416043088,-0.0477082810537784,-1.5552848416043088,0.1172211757687779,-1.0421807258147633,WCL23,060223,green_r,2019-02-02,None,Naive,1581.0
1004,1542.1670023351908,1003,1541.7550049722195,True,False,0.09999999999999998,0.9,False,l,a,Rl,Ab,RRl,AAb,1,1,1,0,1,1,0,1,1,0,111,111,RRR,000,0.9787699595750567,0.9721015397558833,-0.006668419819173432,0.6,0.8,0.9,-0.09999999999999998,0.09999999999999998,0.2,Exploration,28581,28723,28727,28714,28716,28723,1550.556,1550.664,1551.042,1551.258,0.43059017286219237,-1.3328834376143799,-1.1259465677977356,-2.6735613911949443,-1.1259465677977356,-2.6735613911949443,-1.3467417366380334,-2.7748744100483496,WCL23,060223,green_r,2019-02-02,None,Naive,1581.0
1007,1544.7610035538673,1006,1544.402003288269,True,False,0.09999999999999998,0.9,False,l,a,ll,aa,Rll,Abb,0,0,0,1,1,1,0,1,1,0,011,011,LRR,100,0.29685464806602946,0.9721015397558833,0.6752468916898539,0.6,0.6,0.9,-0.30000000000000004,0.30000000000000004,0.2,Exploration,28629,28723,28727,28714,28716,28723,1550.556,1550.664,1551.042,1551.258,0.43059017286219237,-1.3328834376143799,-1.1259465677977356,-2.6735613911949443,-1.1259465677977356,-2.6735613911949443,-1.3467417366380334,-2.7748744100483496,WCL23,060223,green_r,2019-02-02,None,Naive,1581.0
1009,1546.5020019561052,1008,1546.043998003006,False,True,0.09999999999999998,0.9,True,R,A,lR,aB,llR,aaB,1,0,0,0,0,0,1,1,1,0,001,001,LLR,010,0.09003410987058244,0.9721015397558833,0.8820674298853008,0.6,0.6,0.9,-0.30000000000000004,0.30000000000000004,0.4,Exploration,28661,28670,28675,28663,28664,28670,1547.802,1547.856,1548.18,1548.45,0.31346928677709446,-0.5958263958228585,-0.0477082810537784,-1.5552848416043088,-0.0477082810537784,-1.5552848416043088,0.1172211757687779,-1.0421807258147633,WCL23,060223,green_r,2019-02-02,None,Naive,1581.0
1011,1548.5510051250458,1010,1548.24399612844,False,True,0.09999999999999998,0.9,False,r,a,Rr,Aa,lRr,aBb,0,1,1,1,0,0,0,0,0,1,100,100,RLL,101,0.09003410987058244,0.9915385760297067,0.9015044661591243,0.4,0.6,0.9,-0.30000000000000004,0.30000000000000004,0.4,Exploration,28699,28670,28675,28663,28664,28670,1547.802,1547.856,1548.18,1548.45,0.31346928677709446,-0.5958263958228585,-0.0477082810537784,-1.5552848416043088,-0.0477082810537784,-1.5552848416043088,0.1172211757687779,-1.0421807258147633,WCL23,060223,green_r,2019-02-02,None,Naive,1581.0
1016,1555.6920044124126,1015,1555.3059976547956,False,True,0.09999999999999998,0.9,True,R,A,rR,aA,RrR,AaA,0,0,1,0,1,1,1,0,0,0,010,110,RRL,010,0.09003410987058244,0.30072728750173594,0.2106931776311535,0.4,0.6,0.9,-0.30000000000000004,0.30000000000000004,0.4,Exploration,28831,28806,28812,28797,28800,28806,1555.038,1555.2,1555.524,1555.848,0.768465523971712,0.01797471409232879,1.000439782767091,0.031403951377840814,1.000439782767091,0.031403951377840814,1.0698909504908403,0.22919632060232548,WCL23,060223,green_r,2019-02-02,None,Naive,1581.0
1021,1573.9400044083595,1020,1573.548998683691,False,True,0.09999999999999998,0.9,False,r,a,Rr,Aa,rRr,aAa,0,1,1,0,0,1,0,1,1,1,101,111,RRR,001,0.09003410987058244,0.7879150734652972,0.6978809635947147,0.4,0.8,0.9,-0.09999999999999998,0.09999999999999998,0.2,Exploration,29169,28980,29010,28974,28976,28980,1564.596,1564.704,1564.92,1566.54,2.0827693054957783,0.18643246729224455,0.7000001072776448,-0.2225558546099614,0.7000001072776448,-0.2225558546099614,1.4418440585708463,0.6490489336923241,WCL23,060223,green_r,2019-02-02,None,Naive,1581.0
1023,1576.7949979752302,1022,1576.2959964573383,True,False,0.09999999999999998,0.9,False,l,a,rl,ab,Rrl,Aab,1,0,1,0,1,1,0,0,1,0,010,111,RRR,000,0.09003410987058244,0.23896958580646366,0.14893547593588122,0.4,0.8,0.9,-0.09999999999999998,0.09999999999999998,0.4,Exploration,29222,28856,28857,28847,-1,28856,1557.738,,1558.224,1558.278,0.8632022123264809,-1.4831560342370262,0.9859213323283901,0.2819193519132363,0.9859213323283901,0.2819193519132363,1.09224005280864,0.42613431457860146,WCL23,060223,green_r,2019-02-02,None,Naive,1581.0
1025,1579.3140046298504,1024,1578.8259968161583,True,False,0.09999999999999998,0.9,False,l,a,ll,aa,rll,abb,0,0,0,1,0,1,0,1,1,0,001,011,LRR,100,0.027306767783487965,0.23896958580646366,0.2116628180229757,0.2,0.6,0.9,-0.30000000000000004,0.30000000000000004,0.2,Exploration,29269,28856,28857,28847,-1,28856,1557.738,,1558.224,1558.278,0.8632022123264809,-1.4831560342370262,0.9859213323283901,0.2819193519132363,0.9859213323283901,0.2819193519132363,1.09224005280864,0.42613431457860146,WCL23,060223,green_r,2019-02-02,None,Naive,1581.0
1027,1581.274002045393,1026,1580.7989995926619,False,True,0.09999999999999998,0.9,False,r,a,lr,ab,llr,aab,1,0,0,0,0,0,1,0,1,0,000,001,LLR,010,0.008281967443818438,0.23896958580646366,0.23068761836264523,0.2,0.6,0.9,-0.30000000000000004,0.30000000000000004,0.4,Exploration,29305,29359,29378,29348,29350,29359,1584.792,1584.9,1585.386,1586.412,1.8687084415831123,0.5055377099175727,-0.32213119800663875,-1.2861180285186606,-0.32213119800663875,-1.2861180285186606,-1.7456928778291705,-2.592317781363978,WCL23,060223,green_r,2019-02-02,None,Naive,1581.0
1030,1586.2960025668144,1029,1585.8809977769852,False,True,0.09999999999999998,0.9,True,R,A,rR,aA,lrR,abB,0,0,1,1,0,0,0,0,0,1,000,100,RLL,101,0.008281967443818438,0.0724779419301565,0.06419597448633806,0.2,0.6,0.9,-0.30000000000000004,0.30000000000000004,0.4,Exploration,29398,29392,29415,29385,29386,29392,1586.79,1586.844,1587.168,1588.41,-0.22219293086159053,-1.8634603849429194,0.6529971671461219,-1.1127389231920344,0.6529971671461219,-1.1127389231920344,-1.227073845506264,-2.086308361003537,WCL23,060223,green_r,2019-02-02,None,Naive,1581.0
1032,1588.6400051414967,1031,1588.3500047028065,False,True,0.09999999999999998,0.9,True,R,A,RR,AA,rRR,aAA,0,1,1,0,0,1,1,0,0,0,100,110,RRL,010,0.008281967443818438,0.7186885116076263,0.7104065441638078,0.4,0.6,0.9,-0.30000000000000004,0.30000000000000004,0.4,Exploration,29441,29428,29451,29421,29422,29428,1588.734,1588.788,1589.112,1590.354,-0.9747219376339151,-1.9587279388338705,-0.36508682561791594,-1.6828646723907916,-0.36508682561791594,-1.6828646723907916,1.2345608872881664,-0.35417017642833876,WCL23,060223,green_r,2019-02-02,None,Naive,1581.0
1034,1590.6620018184185,1033,1590.3749987483025,False,True,0.09999999999999998,0.9,True,R,A,RR,AA,RRR,AAA,0,1,1,0,1,1,0,0,1,1,110,111,RRR,001,0.008281967443818438,0.9146800307194705,0.906398063275652,0.6,0.8,0.9,-0.09999999999999998,0.09999999999999998,0.2,Exploration,29479,29428,29451,29421,29422,29428,1588.734,1588.788,1589.112,1590.354,-0.9747219376339151,-1.9587279388338705,-0.36508682561791594,-1.6828646723907916,-0.36508682561791594,-1.6828646723907916,1.2345608872881664,-0.35417017642833876,WCL23,060223,green_r,2019-02-02,None,Naive,1581.0
1038,1611.1059967428446,1037,1610.5179995298386,False,True,0.09999999999999998,0.9,True,R,A,RR,AA,RRR,AAA,0,1,1,0,1,1,0,1,1,0,111,111,RRR,000,0.008281967443818438,0.9741230008072864,0.9658410333634679,0.8,1.0,0.9,0.09999999999999998,0.09999999999999998,0.2,Exploration,29857,29890,29911,29879,29883,29890,1613.466,1613.682,1614.06,1615.194,3.640153747396389,0.8362515438815504,4.50384106694536,0.7494643468271835,4.50384106694536,0.7494643468271835,-0.6269990830454644,-1.8237836615924117,WCL23,060223,green_r,2019-02-02,None,Naive,1581.0
1040,1612.9249971359968,1039,1612.5369988381863,False,True,0.09999999999999998,0.9,True,R,A,RR,AA,RRR,AAA,0,1,1,0,1,1,0,1,1,0,111,111,RRR,000,0.008281967443818438,0.9921516721950753,0.9838697047512568,1.0,1.0,0.9,0.09999999999999998,0.09999999999999998,0.0,Exploitation,29891,29890,29911,29883,29883,29890,1613.682,1613.682,1614.06,1615.194,4.330122151172046,1.423214528953253,4.50384106694536,0.7494643468271835,4.50384106694536,0.7494643468271835,-0.6269990830454644,-1.8237836615924117,WCL23,060223,green_r,2019-02-02,None,Naive,1581.0
1042,1614.823005348444,1041,1614.4679982215166,False,True,0.09999999999999998,0.9,True,R,A,RR,AA,RRR,AAA,0,1,1,0,1,1,0,1,1,0,111,111,RRR,000,0.008281967443818438,0.9976196525387342,0.9893376850949157,1.0,1.0,0.9,0.09999999999999998,0.09999999999999998,0.0,Exploitation,29926,29924,29945,29917,29919,29924,1615.518,1615.626,1615.896,1617.03,-0.4829552110493404,-1.6744782949488144,-0.4713954346418199,-1.4388226180171368,-0.4713954346418199,-1.4388226180171368,-0.42102398498205146,-2.2114221228987065,WCL23,060223,green_r,2019-02-02,None,Naive,1581.0
1046,1627.545004338026,1045,1627.1419990807772,False,True,0.09999999999999998,0.9,True,R,A,RR,AA,RRR,AAA,0,1,1,0,1,1,0,1,1,0,111,111,RRR,000,0.008281967443818438,0.9992780558894597,0.9909960884456412,1.0,1.0,0.9,0.09999999999999998,0.09999999999999998,0.0,Exploitation,30162,29995,30014,29989,29990,29995,1619.406,1619.46,1619.73,1620.756,0.13217614455921736,-0.4364710604983559,-0.5274859914221514,-1.1245020763120626,-0.5274859914221514,-1.1245020763120626,0.7844361981123864,-1.1476514576814214,WCL23,060223,green_r,2019-02-02,None,Naive,1581.0
1048,1629.448001459241,1047,1629.1360035538673,False,True,0.09999999999999998,0.9,True,R,A,RR,AA,RRR,AAA,0,1,1,0,1,1,0,1,1,0,111,111,RRR,000,0.008281967443818438,0.9997810389839193,0.9914990715401009,1.0,1.0,0.9,0.09999999999999998,0.09999999999999998,0.0,Exploitation,30197,29995,30014,29989,29990,29995,1619.406,1619.46,1619.73,1620.756,0.13217614455921736,-0.4364710604983559,-0.5274859914221514,-1.1245020763120626,-0.5274859914221514,-1.1245020763120626,0.7844361981123864,-1.1476514576814214,WCL23,060223,green_r,2019-02-02,None,Naive,1581.0
1050,1631.6579975187778,1049,1631.2980014830828,False,True,0.09999999999999998,0.9,True,R,A,RR,AA,RRR,AAA,0,1,1,0,1,1,0,1,1,0,111,111,RRR,000,0.008281967443818438,0.9999335905288746,0.9916516230850562,1.0,1.0,0.9,0.09999999999999998,0.09999999999999998,0.0,Exploitation,30238,29995,30014,29989,29990,29995,1619.406,1619.46,1619.73,1620.756,0.13217614455921736,-0.4364710604983559,-0.5274859914221514,-1.1245020763120626,-0.5274859914221514,-1.1245020763120626,0.7844361981123864,-1.1476514576814214,WCL23,060223,green_r,2019-02-02,None,Naive,1581.0
1054,1634.7770009189844,1053,1634.3300007283688,True,False,0.09999999999999998,0.9,False,l,a,Rl,Ab,RRl,AAb,1,1,1,0,1,1,0,1,1,0,111,111,RRR,000,0.008281967443818438,0.9999798584335509,0.9916978909897324,0.8,0.8,0.9,-0.09999999999999998,0.09999999999999998,0.2,Exploration,30296,30065,30067,30056,30058,30065,1623.024,1623.132,1623.51,1623.618,0.750110013056816,0.3288250885992408,1.3707170389077163,0.2581559516274795,1.3707170389077163,0.2581559516274795,1.5341071437515788,0.4085703854944167,WCL23,060223,green_r,2019-02-02,None,Naive,1581.0
1056,1638.213001191616,1055,1637.9040006548166,True,False,0.09999999999999998,0.9,False,l,a,ll,aa,Rll,Abb,0,0,0,1,1,1,0,1,1,0,011,011,LRR,100,0.002511867581118281,0.9999798584335509,0.9974679908524325,0.6,0.6,0.9,-0.30000000000000004,0.30000000000000004,0.2,Exploration,30359,30065,30067,30056,30058,30065,1623.024,1623.132,1623.51,1623.618,0.750110013056816,0.3288250885992408,1.3707170389077163,0.2581559516274795,1.3707170389077163,0.2581559516274795,1.5341071437515788,0.4085703854944167,WCL23,060223,green_r,2019-02-02,None,Naive,1581.0
1058,1639.7899992763996,1057,1639.4049983471632,False,True,0.09999999999999998,0.9,True,R,A,lR,aB,llR,aaB,1,0,0,0,0,0,1,1,1,0,001,001,LLR,010,0.00076183331893949,0.9999798584335509,0.9992180251146113,0.6,0.6,0.9,-0.30000000000000004,0.30000000000000004,0.4,Exploration,30388,29995,30014,29989,29990,29995,1619.406,1619.46,1619.73,1620.756,0.13217614455921736,-0.4364710604983559,-0.5274859914221514,-1.1245020763120626,-0.5274859914221514,-1.1245020763120626,0.7844361981123864,-1.1476514576814214,WCL23,060223,green_r,2019-02-02,None,Naive,1581.0
1060,1641.6589993983507,1059,1641.254998371005,False,True,0.09999999999999998,0.9,True,R,A,RR,AA,lRR,aBB,0,1,1,1,0,0,0,0,0,1,100,100,RLL,101,0.00076183331893949,0.9999938911921424,0.9992320578732029,0.6,0.6,0.9,-0.30000000000000004,0.30000000000000004,0.4,Exploration,30423,29995,30014,29989,29990,29995,1619.406,1619.46,1619.73,1620.756,0.13217614455921736,-0.4364710604983559,-0.5274859914221514,-1.1245020763120626,-0.5274859914221514,-1.1245020763120626,0.7844361981123864,-1.1476514576814214,WCL23,060223,green_r,2019-02-02,None,Naive,1581.0
1062,1643.51100102067,1061,1643.1020010262728,False,True,0.09999999999999998,0.9,True,R,A,RR,AA,RRR,AAA,0,1,1,0,1,1,1,0,0,0,110,110,RRL,010,0.00076183331893949,0.9999981472377765,0.9992363139188369,0.6,0.6,0.9,-0.30000000000000004,0.30000000000000004,0.4,Exploration,30457,29995,30014,29989,29990,29995,1619.406,1619.46,1619.73,1620.756,0.13217614455921736,-0.4364710604983559,-0.5274859914221514,-1.1245020763120626,-0.5274859914221514,-1.1245020763120626,0.7844361981123864,-1.1476514576814214,WCL23,060223,green_r,2019-02-02,None,Naive,1581.0
1064,1645.4849995672703,1063,1645.1080050319433,False,True,0.09999999999999998,0.9,True,R,A,RR,AA,RRR,AAA,0,1,1,0,1,1,0,1,1,1,111,111,RRR,001,0.00076183331893949,0.9999994380691066,0.9992376047501671,0.8,0.8,0.9,-0.09999999999999998,0.09999999999999998,0.2,Exploration,30494,29995,30014,29989,29990,29995,1619.406,1619.46,1619.73,1620.756,0.13217614455921736,-0.4364710604983559,-0.5274859914221514,-1.1245020763120626,-0.5274859914221514,-1.1245020763120626,0.7844361981123864,-1.1476514576814214,WCL23,060223,green_r,2019-02-02,None,Naive,1581.0
1068,1649.2560010403395,1067,1648.7569995224476,True,False,0.09999999999999998,0.9,False,l,a,Rl,Ab,RRl,AAb,1,1,1,0,1,1,0,1,1,0,111,111,RRR,000,0.00076183331893949,0.9999998295699659,0.9992379962510264,0.8,0.8,0.9,-0.09999999999999998,0.09999999999999998,0.4,Exploration,30564,30065,30067,30056,30058,30065,1623.024,1623.132,1623.51,1623.618,0.750110013056816,0.3288250885992408,1.3707170389077163,0.2581559516274795,1.3707170389077163,0.2581559516274795,1.5341071437515788,0.4085703854944167,WCL23,060223,green_r,2019-02-02,None,Naive,1581.0
1,0.5529943853616714,0,0.0,True,False,0.1,0.9,False,l,a,,,,,,,,,,,,,,,,,,,0.5,0.5,0.0,,,0.9,,,,Unknown,33,1,1,-9,-1,1,,,0.054,0.054,,,,,,,,,WCL25,060223,green_r,,,,
6,6.696000695228577,5,6.101998686790466,True,False,0.1,0.9,False,l,a,ll,aa,,,0,0,0,,,,,,,,,,,,0.06675002485150872,0.5,0.4332499751484913,,,0.9,,,,Unknown,147,169,169,158,-1,169,8.532,,9.126,9.126,2.1314394384308706,0.9005157630599304,2.621813371820864,1.3189109184207202,2.621813371820864,1.3189109184207202,2.621813371820864,1.3189109184207202,WCL25,060223,green_r,,,,
9,9.071998670697212,8,8.504993095993996,False,True,0.1,0.9,True,R,A,lR,aB,llR,aaB,1,0,0,0,0,0,,,,,,,,,0.008911131635354064,0.5,0.49108886836464594,0.3333333333333333,0.3333333333333333,0.9,-0.5666666666666667,0.5666666666666667,,Left Bias,191,203,205,192,-1,203,10.368,,10.962,11.07,1.956802102413568,0.40597305307133896,1.1101948629866576,-0.8766336672693316,1.1101948629866576,-0.8766336672693316,0.9416114309797061,-0.9115806450168492,WCL25,060223,green_r,,,,
20,24.753999710083008,19,24.421000108122826,True,False,0.1,0.9,False,l,a,Rl,Ab,lRl,aBa,1,1,1,1,0,0,0,0,0,,100,100,RLL,,0.008911131635354064,0.9332499751484913,0.9243388435131372,0.25,0.25,0.9,-0.65,0.65,0.6666666666666666,Left Bias,481,583,591,577,-1,583,31.158,,31.482,31.913999999999998,0.17317971508854169,-0.5598719030962425,0.3039158486780257,-0.3781556744431243,0.3039158486780257,-0.3781556744431243,1.4642569045242444,0.32443914706328314,WCL25,060223,green_r,,,,
22,26.530996710062027,21,26.180998608469963,True,False,0.1,0.9,False,l,a,ll,aa,Rll,Abb,0,0,0,1,1,1,1,0,0,0,010,010,LRL,110,0.0011896365162298982,0.9332499751484913,0.9320603386322613,0.2,0.2,0.9,-0.7,0.7,0.5,Left Bias,514,583,591,577,-1,583,31.158,,31.482,31.913999999999998,0.17317971508854169,-0.5598719030962425,0.3039158486780257,-0.3781556744431243,0.3039158486780257,-0.3781556744431243,1.4642569045242444,0.32443914706328314,WCL25,060223,green_r,,,,
26,40.929993242025375,25,40.19100107252598,False,True,0.1,0.9,True,R,A,lR,aB,llR,aaB,1,0,0,0,0,0,1,1,1,1,001,001,LLR,011,0.0001588165340452158,0.9332499751484913,0.933091158614446,0.4,0.4,0.9,-0.5,0.5,0.6,Left Bias,781,752,762,740,742,752,39.96,40.068,40.608,41.147999999999996,3.4836543840834113,0.1259190719393461,4.770973837170851,2.2942968134667576,4.770973837170851,2.2942968134667576,4.0402725076699575,1.3324425520084218,WCL25,060223,green_r,,,,
42,66.18599183857441,41,65.8440001308918,True,False,0.1,0.9,True,L,A,RL,AB,lRL,aBA,1,1,1,1,0,0,0,0,0,1,100,100,RLL,101,0.0001588165340452158,0.9910888683646459,0.9909300518306007,0.6,0.4,0.9,-0.5,0.5,0.8,Left Bias,1249,1240,1256,1232,1233,1240,66.528,66.582,66.96,67.824,-1.1543259941136013,-3.2482587513744665,-0.22358423812792996,-2.622301275052449,-0.22358423812792996,-2.622301275052449,0.34410948022041193,-0.3563362638437976,WCL25,060223,green_r,,,,
44,69.61199417710304,43,69.24299597740173,True,False,0.1,0.9,False,l,a,Ll,Aa,RLl,ABb,0,1,0,1,1,1,1,0,0,0,110,010,LRL,110,0.8665211523121713,0.9910888683646459,0.12456771605247463,0.4,0.2,0.9,-0.7,0.7,0.6,Left Bias,1312,1240,1256,1232,1233,1240,66.528,66.582,66.96,67.824,-1.1543259941136013,-3.2482587513744665,-0.22358423812792996,-2.622301275052449,-0.22358423812792996,-2.622301275052449,0.34410948022041193,-0.3563362638437976,WCL25,060223,green_r,,,,
58,102.59099453687668,57,102.22800113260746,True,False,0.1,0.9,False,l,a,ll,aa,Lll,Aaa,0,0,0,0,1,0,1,1,1,1,011,001,LLR,011,0.11568061690239084,0.9910888683646459,0.8754082514622551,0.4,0.2,0.9,-0.7,0.7,0.4,Left Bias,1923,1951,1955,1944,1945,1951,104.976,105.03,105.354,105.57,-0.42379167979489885,-2.5260370448410003,-1.1595736142160835,-1.625355182501327,-1.1595736142160835,-1.625355182501327,-0.7360990812206023,-1.3469210131126295,WCL25,060223,green_r,,,,
60,104.97199147939682,59,104.28299903869629,False,True,0.1,0.9,True,R,A,lR,aB,llR,aaB,1,0,0,0,0,0,0,1,0,1,001,000,LLL,001,0.015443368106144897,0.9910888683646459,0.975645500258501,0.6,0.4,0.9,-0.5,0.5,0.6,Left Bias,1967,2008,2014,1997,2000,2008,107.838,108.0,108.432,108.756,3.7454467456826026,1.3983722051337728,2.5237903973637077,-0.5457192059640761,2.5237903973637077,-0.5457192059640761,1.984088042182296,-0.5204193971580359,WCL25,060223,green_r,,,,
62,112.64399774372578,61,112.22399398684502,True,False,0.1,0.9,False,l,a,Rl,Ab,lRl,aBa,1,1,1,1,0,0,0,0,0,0,100,100,RLL,100,0.015443368106144897,0.9988103634837701,0.9833669953776252,0.4,0.2,0.9,-0.7,0.7,0.6,Left Bias,2109,1985,1987,1979,1979,1985,106.866,106.866,107.19,107.298,3.6090265433130333,2.046477190035868,7.0323580593487245,3.1905040618884017,7.0323580593487245,3.1905040618884017,6.38520797089415,3.1481294855893203,WCL25,060223,green_r,,,,
65,114.4739918410778,64,114.11300003528595,True,False,0.1,0.9,False,l,a,ll,aa,Rll,Abb,0,0,0,1,1,1,1,0,0,0,010,010,LRL,110,0.0020616904097523377,0.9988103634837701,0.9967486730740177,0.2,0.2,0.9,-0.7,0.7,0.4,Left Bias,2143,1985,1987,1979,1979,1985,106.866,106.866,107.19,107.298,3.6090265433130333,2.046477190035868,7.0323580593487245,3.1905040618884017,7.0323580593487245,3.1905040618884017,6.38520797089415,3.1481294855893203,WCL25,060223,green_r,,,,
69,117.55999401211739,68,117.18099787831306,False,True,0.1,0.9,True,R,A,lR,aB,llR,aaB,1,0,0,0,0,0,1,1,1,1,001,001,LLR,011,0.00027523577217417137,0.9988103634837701,0.9985351277115959,0.4,0.4,0.9,-0.5,0.5,0.6,Left Bias,2200,2282,2283,2275,-1,2282,122.85,,123.228,123.282,1.577152749652228,0.5374143596716199,0.9147613137520458,-1.0142493828940469,0.9147613137520458,-1.0142493828940469,0.8761369895078835,-1.278585334478713,WCL25,060223,green_r,,,,
76,136.67299635708332,75,136.33900098502636,True,False,0.1,0.9,False,l,a,Rl,Ab,lRl,aBa,1,1,1,1,0,0,0,0,0,1,100,100,RLL,101,0.00027523577217417137,0.9998411834659547,0.9995659476937806,0.4,0.4,0.9,-0.5,0.5,0.8,Left Bias,2554,2396,2399,2390,2392,2396,129.06,129.168,129.384,129.546,1.1687691056536655,0.001347759529521899,2.2918306472621466,0.913834864664498,2.2918306472621466,0.913834864664498,2.2921484100390463,1.0500966554100557,WCL25,060223,green_r,,,,
